sentence,cleancontent
i was sad to leave,0
the staff is so nice and the atmosphere is very bright and happy,0
will definitely come back and recommend to my friends,0
dustins guest house was an amazing place to stay ,0
excellent location just a stones throw from the subway station ,0
the staff was extremely friendly accommodating and very helpful and the facility was clean and comfortable ,0
i would definitely stay there again,0
cool environment helpful staff clean rooms,1
facility is central next to the museum island,0
recommended,0
hostel is a small nice andclean place with tatami mats and a cool japanese styled common room,0
beds are slightly hard though,0
kimchee was a great hostel,0
it has all the essentials  a hangout spot good location international people and drinkingsmoking spots ,0
i really enjoyed all the people i met there more than anything,0
happy customer,0
rooms were clean had decent privacy in your bunk and good storage for your bags,1
busy place especially for young people the bar could use an extra hand seemed to always be a 10 min line up for fooddrink,0
also only had 2 washer and dryers for the entire building which were always being used never had any luck washing clothes,0
the mens and womans washroom on our floor had only 1 working toilet during our stay,0
not sure what was up with that,0
probably wouldnt stay here again,0
great value for money with the place operating like a hotel but with dorms,0
very helpful staff and a good location too right next to glouster station,0
the staff even bought my ticket for the forbiden city on my request while i was at the great wall since it was getting sold out pretty quick d,0
amazing,0
if you want to feel right at home in the middle of berlin with both the people and the facilities then this is the hostel for you,0
this is truly the best hostel ive ever stayed at thanks to the extremely inviting staff and the comfortable atmosphere,0
within minutes of arriving i had new friends and each night looked forward to returning home to this quiet n cozy spot just off the main road,0
great place for solo travelers  clean and lovely common areas for chats,1
i love you u inn berlin,0
â¤,0
ï¸â¤ï¸,0
really good overall,0
made trips to sensoji and asakusa easily,0
also it is close to ameyoko,0
facilities were pretty good,0
there were showers on every floor which were nice,0
staff was super friendly,0
and ac everywhere,0
a really great hostel offered lots even a swimming pool but sauna not working doors very loud when closing and while there there was a huge group of teenagers that made a lot of noise right up until 11pm,0
would be good not to have smoking in the courtyard as the smoke goes straight up into the bedroom windows that open onto it,0
would go back anytime,0
didnt stay long and i was a bit under the weather but definitely into the curtains on the beds,0
definitely booking this place next time i come back to berlin,0
right in the middle of mitte close to just about everything and the rooms were very very good,0
everything about this place was perfect,0
the bunkbeds in the rooms were 3 beds on top of each other with a very unstable frame that wobbled and squeaked every time i rolled over,0
there were no screens in the windows i got a few bug bites and the showers smelled bad,1
the wifi only worked downstairs in the pub not in any of the rooms,0
the room i was in only had 3 lockers even though there were 6 beds in the room,0
i asked to rent a towel and they said they were out ,0
that being said it was a very good price and i didnt get bedbugs,1
just spent one night here wish we had booked our entire stay here,0
it was far better than our previous hostel,0
we were impressed with the charm this hostel had a very authentic french feel to it,0
our room had french doors that when opened gave a nice view into the street,0
this hostel is located close to a lot of trendy restaurants as well which made going out for a bite to eat very convenient,0
would definitely stay here again,0
great friendly place,0
everything was perfect ,0
a very nice staff ,0
i good location near the metro  ,0
but i found some bed chip ,0
put some product everywhere guys ,0
xx,0
no plugs by the beds one bathroom per room extra charge for sheets and when paying by card no atmosphere the bar is open to the public so anyone can walk in at whatever time,0
they want even into the hostel staff dont care or check when you walk in staff werent friendly or informative about anything when we asked ,0
location was okay stay here if you want to sleep not if you want to meet other travellers it was quite dead and we were there on a weekend mid august,0
super great location,0
the only issue we ran into was that there was only one bathroom for the 8 of us and some people are not as considerate about that and would spend way too much time in there,0
i have stayed in several hostels this summer and this stay was in my top two,0
really great place and value for money ,0
loved how it was very secure,0
nice place to make new friends and amazing night life at belushis ,0
booked a 10 bedall female dorm and got upgraded to a 4 bedall female,0
youd think this would be a good thing however it was the smallest room in the entire world,0
no more than 2 of us couldnt be off our beds at any given time,0
location was good though,0
we had a nice view of the pyramids,0
they said credit cards accepted but when we got there they only took cash ,0
fab hostel,0
its a bit far away from the main sites like shinjuku etc,0
but its only an 8 minute walk from kanda station where you can get around from really easily,0
showers are great with hot water all hours provided with a locker on arrival and theres even kitchen facilities for you to use,0
i only say the atmosphere was average because while we were there not much was going on  maybe it will be different at a different time of year,0
overall though great hostel and would definitely stay again,0
solid place for the price,0
would definitely stay again,0
loved it,0
will definitely be back,0
highly recommended ,0
never never ever stay here ,0
the loud music from disco downstairs make sleep impossible  until 200 am ,0
although they provide the earplugs and location is convinient nearby train station ,0
i guess for travellers all alike,0
 we need sleep,0
thus this is super important ,0
also the door access card was malfunction ,0
eventhough i extended the checkout to 100 pm the door access card was mulfunction,0
something wrong with the system,0
place is for staying during schools trips no entertainment for adults ,0
that rule about no food allowed to be brought into wasnt followed very strictly at least in july 2018 although bags have been checked every time at the entrance,0
no air conditioning makes it very very hot in the rooms hardly possible to have a refreshing sleep and no soap is provided at bathroomswc,0
this hostel has no working wifi no security lockers no sinks in the toilets very few power outlets in dorms no shower head in our shower and no kitchen area at all,0
i know paris is expensive and but a lot of these facilities could be provided with very minimal effort and cost,0
this is unacceptable considering how crazy expensive it is especially compared to most other european hostels which have all these things for a quarter of this price,0
the location is amazing but not worth it,0
staff is friendly and fun,0
building has enough social area,0
wifi works well,0
rooms are clean and secure,0
hostel gives ear plugs for free ,0
at first stayed at 8 bed dorm,0
it was very very noisy because of the street club outside and fan inside,0
later changed to 4 bed room  it was way cosier and comfortable ,0
breakfast food is good,0
but after breakfast the kitchen is closed for cleaning at least 2 hours and so when i woke up late i couldnt make my own breakfastbrunch,0
great atmosphere in the lounge area and good location but my room was hot at night the bunk bed above me creaked loudly and the outlet on my bed lamp was vertical so my plug kept falling out,0
all minor issues but still inconvenient,0
the hostel is old the walls inside the rooms are bare concrete which makes it feel even older,0
the facilities were clean no complaints there,1
overall an average hostel in a good location,0
check in line was laughably long  for hours ,0
bathrooms were disgusting water on the floors doors were broken general disregard for hygiene ,1
only 2 people to help with a huge line of people waiting to check in seriously got out of there as soon as i could ,0
room was fine,0
pretty nice place with a really good nice staff,0
rooms need fans and more plugs though,0
overall good place,0
would definitely recommend staff are really helpful can go extra step to help you out ,0
place is neat and clean ,1
good hostel,0
the staff talks in various languages,0
french english spanish  italian,0
this was great,0
the facilities are great everything is clean,1
the location of this hostel is perfect for tourists,0
just a brief walk away from some big attractions shopping  dining options and public transport including airport bus ,0
the dorms are not as modern as some hostels but i stayed here for a week and was perfectly comfortable ,0
staff are lovely and made you feel very welcome,0
wombat felt like home away from home,0
thank you so much,0
feels very warm and welcoming,0
really great hostel,0
right next to the metro,0
so you can reach paris city centre easily,0
the staff were all very friendly and we felt very safe for the whole of our trip,0
only stayed for one night and wished wed stayed longer,0
the rooms are well maintained and the bathrooms clean,1
the staff were very friendly and helpful and the bar at the bottoman of the building provided a great atmosphere for socialising,0
a little pricey but great value for money,0
i returned this year as a year ago my stay was very pleasant ,0
now the state of the bathrooms was below reasonable ,1
the shower tubs were chipped at best they were greasy if not dirty and with grey marks from not having been scrubbed in a while ,1
you dont want to forget  leave your flipflops ,1
i saw one of the matresses being changed  several stains in a wide array of colours and sizes ,1
the kitchen sinks were not far either ,0
too bad,0
this place was great but it now needs refurbishment ,0
a bit too loud and very hot no air conditioning and the windows dont open very wide,0
if you want to stay some place cheap in london then this might be the place for you,0
however i will warn you that it is very hot in the room you will be sleeping,0
there isnt any air flow,0
so if you cant sleep in a hot environment this place is not for you,0
curtains on the bunks and air conditioning what more could you ask for,0
i had an amazing time here,0
extremely social environment perfect place to meet other travelers,0
awesome party vibe,0
beatriz the adorable lady that host the daily event is amazing,0
she makes sure everyone has a great time,0
as a solo travelling aussie i met soooo many lovely people felt safe the entire time and had a blast,0
great location great atmosphere great staff,0
sandino worldimprovement network is an amazing place to stay,0
its not only a hostel its a community of openminded and amazing people,0
its my favorite place to stay in berlin,0
there is a herb garden and also 2 rescued chickens running around,0
location is perfect  20 minutes by tram to the city center but also close to the lakes local vibe,0
there are some restaurants around as well as few bakeries with delicious sweets and bread,0
we will definitely be back next summer,0
i got bit alive by dustmites i am literally covered,1
now i have to deal with being itchy for 11 hours of flying,1
i left at 5am i had enough,1
no mosquitoes in the room no bed begs,1
i thought i was losing my mind,0
but i started googling and yes dust mites dont techincally bite but it leaves you with a mark just like one,1
i really liked this place,0
but i am super upset about this,0
i had a great stay and loved my room,0
it should be noted that this particular hostel has more of the feeling of a hotel than a hostel,0
but none the less a neat spot in a cool area,0
the air conditioning in the room wasnt working during an extreme heat wave which made it almost impossible to sleep,0
after complaining at the reception multiple times nothing happen despite claims that theyre gonna fix it the same day,0
after complaining a fourth time and threatening to leave we were finally offered another room with working air conditioning,0
the location of the hostel is great located between two main train stations you can get anywhere by metro or train,0
great location lovely proprietor clean but a wee bit shabby ,0
would go back,0
this was a great hostel,0
the beds were comfy we were lucky to have a 4 bed ensuite to ourselves,0
staff super friendly and helpful,0
under bed lockers were great and convenient,0
only down side was the shower was covered in hair but staff at reception were helpful to get it sorted for us by the time we got back in the evening,1
had a great stay on a thursday night,0
place was buzzing with people from everywhere,0
i was traveling with my three friends,0
so we got a room for the four of us had an entire room with a bathroomhalf shower,0
it was on the third floor of the building and i know it is the summer but the room got so hot that one friend had to leave the room because of hot flashes,0
it was a cool night outside but no fresh air got in,0
third floor 301,0
less a hostel and more just a place to sleep,0
they had a few vending machines in the building which was nice and it was clean,1
the locker is more of a closet so theres lots of space,0
not really any social atmosphere,0
but maybe i just came at a slow time,0
simply the best,0
while the location of this property is quite nice the hostel itself did not meet expectations,0
my bed which has been made up for my arrival had two pairs of womens underwear in the sheets,0
the bathrooms were filthy,1
the furniture was worn out and most looked damaged,0
and the breakfast had a poor selection,0
however the food at the bar on the ground floor was good with decent prices,0
i would not stay here again,0
good location for clubbing slightly out of the centre for tourist stuff ,0
clean showers and bathrooms but a lack of changing facilities no where to put clothes when in shower ,1
atmosphere not amazing but a bar with 2 for 1 cocktails ,0
squeaky beds ,0
overall good,0
i want to go again,0
great hostel great facilities amazing staff ,0
recommended,0
came from a night out 7 in the morning,0
slept couple of hours to check out for 10 so dont even know much what to say âœŒðŸ»,0
ive honestly never given this low of a rating to any place and its for one reason cleanliness,1
or the lack thereof,0
my sheets were threadbare could see through them my duvet was yellowed and had some other persons hair on it,1
my room was so dusty i woke up having a sneezing attack and the showers were just disgusting,1
the couches in the common room were also cracked old and kind of gross,1
the staff did their best to help but it just was so unnecessarily dirty on so many surfaces ,1
the hostel was great,0
guests kitchen was really handy,0
the bar downstairs was awesome different event each day beer pong tournament was the best part,0
the beds were set out so we all felt comfortable and safe,0
this is the first and only time i stay at a hostel in canada so i cant comment if planet traveler lives to the expectation of best hostel in canada ,0
i have stayed at hostels in europe and asia and i could easily recall some better hostel experience ,0
being spontaneous is one of the beauty of staying at a hostel ,0
i could get my needs met without the help from a staff at most hostels i have stayed at but not this one,0
very nice place,0
the rooms were very clean and staff were friendly and helpful,1
would of loved a fan in the room as it got very hot with 6 people in a small room and no air con,0
other than that would definitely stay here again,0
great location,0
other than that theres not much of note to say about my stay,0
it was your standard hostel dorm room,0
the staff were a bit rude and the beds were uncomfortable,0
we really enjoyed our stay,0
wonderful hostel great location friendly staff and excellent breakfast,0
place was nice and cheap,0
toilet and shower facilities are good beds are nice and comfy,0
room is very hot but still worth it for the cheap price,0
loved staying here,0
the library bar is the perfect place to get to know others and start the evening,0
they have some kind of event going on each night,0
the pub crawl list was full but i tagged along anyway and paid as i went,0
had a blast,0
love the staff the building itself was old style but rennovated with up to date and clean accommodations,1
the breakfast had eggs which was nicer than others but still nothing amazing,0
it is a little walk from city center but theres a transit station close by,0
bed bugs and when i tried to tell the lady who worked there about it she refused to believe me because they had sprayed it recently,1
 if so apparently not well,0
i even caught one and took a picture,0
and she still wouldnt do anything about it,0
they didnt change the sheets between guests sometimes either,1
i wanted my money back but the lady wouldnt hear of it,0
this was a nightmare experience,0
if you book and you get room 11 just leave,0
amazing price location and friendly staff,0
checked in at 3am and they had no problem with it would recommed 100,0
i had read previous reviews and knew that this place is nothing flash,0
all i wanted was a decent nights sleep,0
but that wasnt happening with a rave going on downstairs until 4am,0
and it really does stink of old cigarettes ,1
the girl working behind the desk the next morning was lovely though and did her best to keep guests happy,0
location was convenient in that it was near a main train station but it was rather sketchy as two girls we felt uncomfortable being outside during the day,0
staff was averagefriendly and the common areas were clean,1
the bathroom in the room was unpleasant,1
shower was moldy toilet was visibly unclean,1
double charged my credit card shortly after booking,0
i havent heard back yet about fixing it but it is the weekend,0
very good staff but very small and cramped up rooms,0
very little value for money in terms of room space,0
literally no air to breathe,0
it had a great atmosphere and vibe to the place very welcoming for people traveling,0
the location was very ideal as t was close to he metro and not too touristy meaning it wasnt overly expensive,0
overall great place,0
great hostel excellent staff,0
a little further from the main areas but very close to a metro line  definitely get a metrocard if youre staying more than a few days,0
we slept past breakfast time every day whoopsie but we did a walking tour of the spice market and sikh temple and also a lotus temple and food tour later on  do the tours,0
theyre the best,0
hostel cleaned every day,1
but maybe they need to empty the ladies toilet bins more  not done once and after 4 days they were very full,1
in terms of location and staff this place is great in the heart of shoreditch and the staff are super friendly and super helpful,0
the cleanliness of the hostel is what really lets it down,1
it doesnt really feel like anything is cleaned properly a lot of dust on the floors the bathrooms are varying degrees of cleanliness but none are very clean,1
bathrooms are terrible outside the room and very tiny,0
didnt expect the area where it was but all the sense of awareness and confusion gone off once i found the hostel,0
the security is pretty much good dorm ac is only active during the night time or maybe when requested sadly the day i went the ac in my dorm was working with least efficiency and the wifi was not working the next day inspite of these,0
i gave a good review since i didnt spent my time on internet or sleeping off common spaces were interactive and ambient in short it was awesome ,0
great place lovely staff and even comes with a cat named jesus ðŸ‘ would stay again,0
really lovely staff in a brilliant location,0
very basic but for the price cant complain at all,0
private rooms are very clean but showerstoilets could be better,1
make sure you check windows are shut at night as its on a very busy road and the builders outside kept opening ours,0
the area that citan was located in was close to a metro stop but the area itself was very suburban  there werent many sites or markets within walking distance,0
the staff was very kind and the beds were comfy and cute,0
the lounge area was super cool,0
the lockers were too small to fit a luggage,0
lovely staff good location right next to a station so within under 20minutes you can be in the centre,0
the rooms are comfy what you would expect from a hostel,0
the common area is great a nice atmosphere good for meeting other travellers,0
would stay again,0
wombats was great,0
the dorms were super clean and bright and the bathrooms were crazy nice for a hostel,0
the location was great for the tower of london but a little bit further away from soho and oxford circus but it wasnt a problem as the tube was only a 5 minute walk away,0
no aircon,0
but thats pretty standard for london and leaving the windows open at night helped,0
pretty decent price for what we got especially for london,0
would stay again ,0
i stayed for three nights,0
the first two had issue with toilet keep flushing whole night hard to get sleep because of the sound,0
the first day was too hot and the room was sultry with only one small fan,0
lift cant be use in first two days,0
the second floor environment smell moldy third floor was better after changing room,1
ground floor is a bar quite noisy at night especially when world cup won,0
staffs all super friendly and willing to help but the toilet kept broken not their fault tho,0
lovely staff nice clean rooms,1
no complaints ,0
amazing hostel its just a bit noisy during the nights,0
stayed here 3 years ago maybe its the time of year july vs november but the atmosphere has changed,0
its a party hostel,0
mostly groups of young brits and australians,0
the facilities are pretty basic for the price,0
although the location is awesome,0
stayed in a cramped 8 bed mixed room for 3 nights,0
there are no lockers in rooms and poor ventilation in both the rooms and common areas,0
showers have a very inconvenient layout so that only 1 person on that floor can shower at a time,0
also lots of stairs so if you have heavy luggage be aware of this,0
free breakfast is always a bonus,0
wifi is horrible though,0
it is slow and will cut out all the time,0
used eduroam for wifi during our stay as the wifi was not usable,0
nice staff close to underground great bar and lounge music all night at reception didnt prevent me from good sleep on first floor small beds but perfect for travelers,0
fantastic hostel with great kitchen great rooms friendly staff cozy lounge and a kickass garden,0
bar in the reception so no need to go far away for beer happy hour every night,0
not a party hostel though but a great place to meet fellow travelers and have interesting discussions,0
the area around the hostel is really sweet so dont spend all your time in the city centre,0
close to trams and metro lidl store bars and everything you can ask for,0
fan in each room to combat the heat,0
i had a wonderful stay at unplan,0
the staff were extremely friendly helpful and hardworking people that do their best to ensure you have a good visit to tokyo,0
i couldnt ask for anything more,0
thanks for everything,0
this is by far the most disgusting hostel i have ever stayed at and ive travelled a lot ,1
the building is absolutely filthy and the back hallway entrance to the hostel stinks like urine ,1
the bathrooms themselves were filthy as well with urine all over the floor as well as water from the showers ,1
the two toilets in the main floor bathroom did not work for the entirety of my stay and were often filled with vomit and over flowing ,1
the bathroom has the largest nest of cobwebs ive ever seen,1
pretty good hostel overall,0
great location for places to eat as its on a main intersection with lots of restaurants and food however the street can be very noisy in the rooms ar night,0
the location was also perfect as it was in between the city center and the more northern part of tow with mauer park,0
would stay again,0
mateeeeeee,0
worst hostel in the world,0
dont put yourself through that horror,0
trust me,0
i had an amazing time here,0
the staff was super friendly and very helpful,0
the area is beautiful with a ton of great places to eat or take just sit and read a book,0
it was very close to the metro and the breakfast was very good for only 4â‚¬,0
the have something be standing security all day which makes you feel extra safe too,0
the only issue i ran into was the hairdryer near my bathroom didnt work,0
and it was a little hot at night but i still cannot wait to come back,0
this hostel was one of the most comfortable ive stayed in,0
the dorm room was small but the bed was very good and the ensuite shower had reliable hot water and good pressure,0
the provided breakfast was more than you could want and the kitchen space was very useful,0
close to a main train line making it very easy to reach any part of the city and return to the hostel at any time of day,0
not that clean not enough bathrooms and not feeling safe ,1
the beds are good and the people are nice,0
staff couldnt do more to help me,0
fantastic location,0
best hostel in toronto,0
if someone has no problems with staying with strangers in one room then the hotel should not cause problems,0
easy access due to the proximity of public transport,0
fab place for the money you get a very soft bed we would say bring your own cup plates and cutlery as there is not a lot in the kitchen  ,0
the showers are loo sink shower all in one and there 3 for the ladies only and 3 for the men there are men only in basement and there was 2 showers on our floor that was shower only  ,0
we sat out in landing and every one was lovely ,0
around 10 room are people that live there  ,0
looks like a old office block on the outside but ok for what we payed,0
great location cant get any better,0
staff was nice,0
common area was pretty social,0
no free breakfast wifi was weak ac was weak,0
needs updating,0
tried checking in two different times and nobody was there,0
was ok,0
nothing special,0
slightly out of the way and i wish they had laundry facilities ,0
otherwise great ,0
clean comfortable ac is a huge plus in the summer fairly modern,1
definitely a good vibe,0
nice roomy lockers,0
they also have a shuttle service and a free walking tour and the staff are very helpful and friendly in general,0
the rooms seem to be all underground with no natural light and airfresheners concealing some unpleasant odours,1
however the room was clean and the facilities are fine for a few nights stay,1
good valie for money for the location,0
the location is nice and the people are friendly,0
the showers on the top floor are very nice,0
however the rest of the bathrooms are closetlike and perpetually wet and a little smelly as a result of their size and age,1
the downstairs hangout area is lovely until someone drops a penboils the kettleopens their mouthmakes literally any noise at which point it becomes a headacheinducing echo chamber,0
a fantastic failure of architectural design,0
the wifi was hardly working down there either,0
i absolutely loved my stay at hostel,0
bedgasm  its the place to be,0
its so clean and the beds are dreamy it was my comfiest nights sleep in so long,1
the location is a little out the way,0
but you can reach all the main places in about 45 mins walking and on the train and its quite nice to come back to a quieter area,0
the staff literally make this hostel they are so lovely and helpful,0
stay here,0
perfect location but quite expensive and noisy one night the bar kept us awake until 23 in the morning,0
my husband and i liked the place even though there was some arrogance attitude from the spanish male receptionist when we asked where we should go to find the sitting room and other areas,0
but really loved the italian smile girl that changed the energy of the place ,0
the toilet on our level 1 of them was out of service so we had to go another level to find a free one as on our own area,0
it was quite busy ,0
apart from that nice people and atmosphere ,0
thanks anyway for the service,0
i think the best part about this hostel was the great social atmosphere and planned activities,0
it made it really easy to meet and hangout with new people as a solo traveler ,0
the downside however would be the unfinished remodel of the bathroom nd the cleanliness of the dorm room,1
but otherwise the location is good situated in a relatively quiet neighborhood serviced by the northern line and a couple bus routes,0
the staff were exceptionally friendly and helpful for everything,0
great overall experience,0
bedbugs,1
right on my pillow crawling,1
i went to the desk asking what could be done and they moved me and another guy who had gotten bitten already,1
i had to go through my bag and clothes and once i was in the new room it also took me a long time to sleep and even when i did i always woke up since i feared there might be bedbugs there as well,1
i tried talking to the receptionist but they kept on pushing me off and telling me to email,0
i have emailed several times but they never responded,0
nice hostal although a bit far from the city centre and all the tourist attractions,0
not that much of a party atmosphere but you can definitely meet some nice people there,0
we shared a room with 2 more people and noticed our shower was clogged so they upgraded us to a private room with a shower which was great,1
only downside is no air conditioning but you can manage without it,0
took 1 hour to check in staff had no idea what he was doing just stood there for an hour waiting ,0
rooms very hard to find ,0
showers terrible highest water pressure every would reccomend if you want the skin off your back to be peeled off ,0
besides that room was good and a bar downstairs helped,0
best hostel ever,0
perfect stay meet ma y nice people at the hostel sammy and youness and all staff were so kind and friendly,0
didnt want to leave good job guys definitly will sray here again,0
great family atmosphere which is helped by the really chill staff,0
the dinners each night are a nice addition and make it very easy to meet others to go out with afterwards if youre up for it,0
unlike pretty much every other hostel in london there are no creepy old dudes,0
so its the place to be if youre looking for a laff,0
the location is great its near the train station,0
the place is utterly clean and very quiet despite there being many guests at that time ,1
the staff was very helpful and patient,0
i had to call several times for me to find the place yet they remained patient with me ,0
should i find myself in tokyo again ill definitely stay here,0
the rooms are clean and the breakfast is good but maybe you can find better things outside,1
the design of the hostel is cool and the private rooms are quite big,0
the bar is open til 230,0
too far from town even though it is by the metro station,0
wouldnt say it was how they described the area of paris,0
clean and tidy hostel though ,1
nice hostel with great amenities,0
i recommend renting a bike they are nice quality and a great way to get around the city,0
my favourite hostel central to everywhere in london,0
nice hostelilove the ambianceand,0
itsclean,1
staff are so friendly and helpful,0
wifi is,0
goodand,0
the aircon is working so goodnice breakfast tooi will go back for sure,0
i didnt had the chance to made to the hostel my flight got delayed and i spent the night at the airport,0
the place was super clean and pretty,1
minimal but had everything we needed,0
we booked a private room for 2 with bunk beds and it was tiny we barely had space to put our luggage,0
but we survived,0
overall good experience the staff was friendly and we wish we couldve stayed longer,0
thanks ,0
it was okay,0
not bad for a short 3 nights getaway,0
propertyatmosphere seemed dark  scary  hostel seemed old but the bed was cleaned well when i checked in as well as comfortable ,1
location wise good,0
its near to hyde park to walk to the very central of london or tube zone 1 ,0
tips make sure to bring locks for your luggage because other guests during my stay didnt seem trustable,0
also make sure to keep the Â£10 key deposit receipt to claim it back when you check out ,0
content with my stay here however would look for another place if i were to be in paris again,0
toilets and bathrooms are cleaned often which is a good sign,1
some staff members do not know much of the area,0
so its hard to get recommendations,0
tips from them,0
location is pretty far out from the main sights in paris,0
generally have to take a 30 minute journey to get in to the city centre,0
stayed in both the apartments and dorm room,0
the location made travel through the rest of berlin very convenient,0
it was also very quiet which made it a very comfortable and relaxed atmosphere ,0
for myself there were only two issues that i had with the eastener hostel,0
first was the lack of electrical outlets available in rooms making it difficult to charge phones,0
second were the showertoilet facilities which were somewhat small and not well ventilated ,0
otherwise great would stay again,0
had a great time staying here,0
i traveled alone and felt completely safe,0
the location was close to an underground station which made traveling around the city easy,0
the staff was very nice and gave wonderful suggestions for places to visit or places to eat,0
it was a nice place that i could either have a bit of quiet time to myself when i needed it and could socialize with the other guest when i wanted to,0
great experience for my first hostel,0
good hostel with a pro active staff helping you out with all your needs,0
moreover they keep the place as clean as possible,1
i arrived a little late and it felt a little sketchy walking from the underground,0
but its not far and feels loads safer to cross to the other side right outside the station,0
otherwise the whole experience was wonderful,0
i was here during the heat wave of 2018 and while other places had been unprepared for the heat i was surprised and sooooo grateful that they had our room stocked with two oscillating stand fans and personal bed fans,0
i love the bedside tables and the privacy curtains,0
the restaurant and bar in this hostel are great and serve as a nice place to meet other travellers,0
accommodation wise the dorms are set up nicely the beds could be a bit more comfortable,0
but hey its a hostel,0
overall no complaints,0
i was generally very unimpressed by this outdated hostel,0
there was mold covering the ceiling of one of the shower rooms ,1
the dorm i was staying in got really hot and the street noise and smoke coming up from the pub downstairs was bothersome,0
i was staying in a womans only room and one morning when i woke up around 9930,0
there was a man standing in the middle of the room changing over the beds ,0
not a huge issue but at first glance kind of creepy ,0
great hostel the nightly pub crawls were awesome,0
probably the nicest hostel ive stayed in,0
i was in a 6 bed female dorm,0
we had a private toilet room and private shower room and an additional sink,0
our room was cleaned everyday and everything was very nice ,0
the basement bar is huge with lots of games it was very good,0
huge kitchen to cook your own food,0
staff was all very friendly and helpful,0
no complaints,0
clean facilities and overall nice staff,1
location is amazing and the vibe is young and exciting ,0
guys from the bar could be nicer,0
andor faster,0
waiting long for an average to expensive beer doesnt seems very interesting and i even went somewhere else in one the evenings because of that,0
room was very smelly and hot i know weve had amazing weather in england lately,0
and we dont have air con but i was on the very top bunk and barely slept so hot ,0
room smelt like other peoples sweat not the best,1
i feel this would be better in winter ,0
staff lovely facilities great just a smelly and sweaty room,1
was a good stay and had a prime location,0
 getting an upper bunk was not great as having to go often at night made it a chore getting up and down as well as fumbling in the dark not wanting to put a light on so not to disturb others then having to wake early especially with a couple of others still having a conversation when you really want to sleep,0
again  pacing and repacking in the dark wasnt helpful also losing sunglasses in their case not being able to see it fall out while it was dark,0
loss of them made stay costly,0
i stayed here 4 years previously different name,0
it was interesting to see that the cleanliness or lack of hadnt changed,0
the cost of the private rooms had gone up and yet poor quality stayed the same,0
the unisex toilets were filthy and smelt badly of urine ,1
free breakfast is always good the staff were lovely and the showers were of a good temp and good pressure,0
had i stayed in a dorm,0
i wouldnt have mind the cost cleanliness,1
you pay for what you get,0
not great for a private room,0
parking was fairly easy ,0
hotel staff were very friendly and gave good recommendations,0
the cleaner stole 20 euros from me and the showers are tiny,0
a laurel building making it a nightmare to come and go around a very basic and tight squeeze room that two people bump into each other no provision of ac or even fans for the heat wave that struck berlin a construction site noise made the experience unbearable i wouldnt stay there again,0
the place is beautiful,0
my biggest issue is that im confident there is a bed bug issue there that isnt being handled,1
when i checked into my room it had a pungent smell i checked my sheets and the mattress and i saw a bed bug,1
i went to grab my phone take a picture of it but the bug went away,1
i checked google reviews of the hostel and the staff response to this issue was deplorable,0
i wasnt in the mood to argue or anything,0
so i just checked out the same day,0
great location and staff was extremely warm and helpful,0
would definitely stay again,0
lekkerurlaub is a wonderful hostel in an ideal location in kreuzberg,0
kathrin is an absolutely wonderful host whos on hand if you need any help directions to local areas and makes a delicious breakfast every morning,0
the hostel itself is clean and homey perfectly situated for exploring cafes and markets in kreuzberg and neukÃ¶lln and highly accessible via ubahn,1
i always felt very well taken care of and couldnt have asked for a better stay,0
very expensive 42euro pp in shared room ,0
no toiletries,0
no fans available with summer temperatures of 9899 towels very thin and rough considering the size of the hostel they should be able to offer a wider and healthier range of eatingdrinking options the shared spaces were drab and dark the quiet rules were not enforced very noisy outside the window after 10pm staff especially breakfast staff were not polite or pleasant ,0
but i do realize the hostel is not geared to travellers like me ,0
e ,0
this is my go to when in berlin,0
the location is a little out the way from downtown berlin,0
but theres a s and u,0
station less than a 5 minute walk,0
one of the best hostels ive ever stayed in and would never stay anywhere else in berlin,0
good hostel in a quiet area of ueno in tokyo,0
staff is friendly the room was clean showers and sinks were clean albeit a bit small,1
will stay at again the next time im in tokyo,0
i am glad that i found this hostel,0
the place was clean and comfortable,1
i booked a cruise tour with the hostel and i am pretty satisfied with the tour especially the quality of the food at the cruise and the room was nice too,0
location and grand wall tour were good,0
youll meet great people but social atmosphere is not great,0
most people go opposite hostel at 365 inn ,0
staff arent friendly  hotel manager or elderly night manager is rude and arrogant,0
many people found this,0
younger staff are friendlier ,0
hostel is extremely dirty,1
bugs and insects in shower,1
dirty floors,1
shower curtains are gross ,1
one day we went into the toilet in late morning and one toilet was covered in st from the night before,1
my friend and i stayed at this hostel for 3 nights and it was our first hostel,0
we absolutely loved everything about it,0
the staff and everyone staying at the hostel were incredibly friendly and it is so easy to make friends,0
there are nice simple breakfast options for cheap and there is a free social dinner every night at 8pm,0
we really couldnt have stayed at a better hostel to start our trip,0
the location people and activities and awesome and we wish we couldnt stayed longer,0
i loved this hostel,0
it was a bit pricey but worth it,0
the beds were comfortable and the atmosphere was wonderful,0
they had a bar downstairs but i couldnt hear anything from my room the floor above when i was trying to sleep,0
the bathrooms and showers were also very nice,0
this hostel almost felt more like a hotel than a hostel,0
also beware that there is an extra charge for linens and cleaning,0
close to center  showers are next to each others so you are showering acutely and opened to the bathroom any one enter will infront of you  bad atmosphere,0
and its very crowded  at night its very hot at the room which i couldnt tolerate  not recommended,0
great friendly staff,0
prime location directly across from natural history museum less than 5 minute walk to the v  a and an easy stroll to hyde park,0
